Name,Rating,Comments
Usman Muhammad, 5 stars ,Good one
Raja Muhammad Naqash, 4 stars ,Delicious
Reb Emss, 4 stars ,Good food
Muhammad Amayed Ashfaq, 4 stars ,Good food
Shahid Mustafa, 4 stars ,"Excellent starters, good food"
Qaiser Murtaza, 5 stars ,Good food and environment
Tajweed ul Quran, 3 stars ,very expensive
Fawad Yasin, 3 stars ,"Nice experience, but a bit overpriced"
Bismillah Jan, 1 star ,Very bad
awais malik, 5 stars ,Good
Farooq Arshad, 5 stars ,Best place
Raza Zahur, 4 stars ,Nice Joint
Uzair Rabbani, 4 stars ,Burger place
Adnan Akram, 4 stars ,nice ambiance
Mahfooz Elahi, 5 stars ,Great food
Muk Khan, 5 stars ,Good place for breakfast
Saman Jan, 3 stars ,Its good
Azhar Ali, 5 stars ,Excellent place in Islamabad...
Razi Hashmii, 4 stars ,Hit me chocolate has no match
Fauzia Malik, 5 stars ,My favorite dining place
taimoor zain, 3 stars ,Going downhill !!
ghazanfar khokhar, 4 stars ,Nicer
Kami Je, 5 stars ,Long Expeirane
Mudassar Nazar Goursy, 5 stars ,Lovely place to visit with friends
Mounis A, 5 stars ,Great breakfast and fresh juices
Sohaib Akmal, 4 stars ,Good place to visit
WAJAHAT HASNAIN, 4 stars ,Cafe
Muhammad Jahangir, 5 stars ,nice foodies place
Adil Kalyal, 5 stars ,Best hangout in Islamabad
Adeel Malik, 4 stars ,Food was good.
Danyal Mahmood, 5 stars ,Hitea is great...
ABDUL MANAN, 5 stars ,Nice place
Mansur Muzaffar, 5 stars ,Nice place for dinner
zeeshan-ul-haq Butt, 3 stars ,Not good
Umar Muhammad, 1 star ,Pathetic
cds dgkhan, 5 stars ,Very nice place
"Ibrahim, Muhammed Ojha", 5 stars ,Amazing breakfast and presentation of food
Dr. Saad Rehman, 5 stars ,Nice food
Shoaib khan, 3 stars ,Expensive
Waseem Nazir, 5 stars ,Good
Malik Usama Rahim, 5 stars ,One of my best Cafe in Islamabad
Realty Guide, 5 stars ,Best nashta place in Islamabad
Muhammad Tahir, 5 stars ,The Best Restaurant
Muhammad Mehdi, 4 stars ,One of the best
Moid Ansari, 5 stars ,Aftari was best ever !
ZAIN HUSSAIN, 5 stars ,It's always nice
Umer Yusufzai, 4 stars ,Very good experience
Abdul Wahab Lodhi, 4 stars ,Philadelphia cheesecake is good.
bilal iftikhar, 5 stars ,Nice
Shayan Shahid, 5 stars ,It's an amazing place to visit
rana shafiq, 5 stars ,Good
Majid Khan, 5 stars ,#Hitme #best #desert
Awais Siraj, 4 stars ,All time favorite
Babar Yousafzai, 4 stars ,Good food
Muhammad Ehsan Khan, 5 stars ,Wide variety of food. My go to place for breakfast when in the city.
Shahbaz ghani, 4 stars ,Like their breakfast
Mehrban Ali, 5 stars ,Good food and good serves
Rizwan Khalil, 5 stars ,"Very nice food, specially the sweet dish"
Sangeen Sher, 5 stars ,The are the best in town.
Mohammad Arif Shaikh, 5 stars ,Very nice food
Shariq Naeem, 5 stars ,Excellent
Yusra Atiq, 4 stars ,Awesome
Muhammad Danish, 4 stars ,Nice casual place ro hangout
Muhammad Khalil Shaukat, 5 stars ,Look
Natasha Ghalib, 2 stars ,Highly overrated food.
Arsalan Wahid Asghar, 3 stars ,"No match between restaurant and the menu

Come at your own risk

Fine dining that isn't fine under the name of street food 😤"
Abid Zafar Warraich, 5 stars ,Great breakfast
Zeeshan Bokhari, 5 stars ,Must try their dessert
Al Hussain Properties, 5 stars ,Burger and Juices are good in taste.
umar farooq, 4 stars ,Good
salman asad, 4 stars ,One of the best place in town
ghalia aftab, 4 stars ,Foodie
saqib khan, 5 stars ,Love deis
Muhammad Awais, 5 stars ,Good place
Islamabadians, 5 stars ,Good place for Dinner
mosin Jadoon, 4 stars ,nice envirnment
muhammad abdul rehman, 4 stars ,not the best but meh...
Mir Sufyan, 5 stars ,Delicious food!!
Hisham Shahbaz, 4 stars ,"Great ambience, good food"
Nabeel Ur Rehman, 3 stars ,Sophisticated & interesting food choices but its expensive. Overall a good experience.
Deliveryten service, 5 stars ,Delivery all over islamabad
Ali Amjad, 5 stars ,"Excellent food and service. Loved it. Cute little restaurant. But yes, very expensive"
W Ramzan, 5 stars ,Fantastic food
Imran Khan, 5 stars ,Imran khan shani
A Madni, 4 stars ,Good  food
Arham Amer, 3 stars ,Overrated. Food is good but not for the price they charge.
تنویر گجر, 3 stars ,Service is very poor so need more improvement.
Aamir Khan, 5 stars ,Its awsome place
M.Saadullah Khan, 4 stars ,I am not saying that is bad but good
Santi Aguilar Moral, 4 stars ,"(Translated by Google) The food was fine

(Original)
La comida estaba bien"
Muhammad Mushhood Nazir, 5 stars ,"(Translated by Google) Alla

(Original)
Alla"
M. Aziz Ullah, 5 stars ,"(Translated by Google) M.aziz ullah

(Original)
M.aziz ullah"
khan shaw, 5 stars ,"(Translated by Google) Things are delicious ... the environment is also good ...

(Original)
东西好吃……环境也不错……"
Syed Hamad Shah Andrabi, 4 stars ,"(Translated by Google) Good iftari ... Expensive of tho

(Original)
Good iftari... Expensive af tho"
shahaid Butt, 5 stars ,"(Translated by Google) Nice surroundings 😄

(Original)
Hyggeligt omgivelser 😄"
ShahFarid Mittru, 5 stars ,"(Translated by Google) Alaaaaaaa

(Original)
Alaaaaaaa"
Arshad Quddus, 3 stars ,"(Translated by Google) Nihari was good.

(Original)
Nihari was good."
Ahmad Billal, 5 stars ,"(Translated by Google) Esquezt taste

(Original)
Esquezt taste"
Muhammad Ahmed, 4 stars ,
Muhammad Bilal Paul, 5 stars ,
Haris Aslam, 5 stars ,
Mohsin Ali, 5 stars ,
hamzu bamzu, 5 stars ,
Wahid Ch, 1 star ,
MUHAMMAD UMAIR, 5 stars ,
Tanya Qamar, 2 stars ,
Arsalan Ahmed, 2 stars ,
nida asif, 4 stars ,
Danial Raja, 4 stars ,
awais qadir, 5 stars ,
Mahnoor Nadeem, 5 stars ,
Maimoona Kashif, 5 stars ,
Alina Sohail, 5 stars ,
Gohar Hayat, 4 stars ,
Aftab Aslam, 2 stars ,
Hassan Paracha, 4 stars ,
Mustafa Shuja, 5 stars ,
Rizwan Riaz, 4 stars ,
Aurang Zeb, 5 stars ,
Mugheesa Rehmat, 4 stars ,
majid shah, 4 stars ,
عمر سعید, 4 stars ,
Hina Mehmood, 5 stars ,
StayxStrong, 5 stars ,
Nelufar Raza, 4 stars ,
U SID, 4 stars ,
Syed Abdullah, 5 stars ,
Anna Amjad, 5 stars ,
Saba Shahid, 5 stars ,
Ali Manzoor, 3 stars ,
Sobia Nadir, 5 stars ,
Kabir Qureshi, 3 stars ,
AK, 3 stars ,
Aftab Khan, 4 stars ,
Ahtasham Speaks, 5 stars ,
education tips, 5 stars ,
Usman Ahmed, 4 stars ,
dr.Andleeb Azhar, 5 stars ,
Quratul Ain Zahra, 5 stars ,
sidra tul noor, 4 stars ,
Abdullah Jamal, 5 stars ,
Umar Sultan, 5 stars ,
سيدعمر, 5 stars ,
Arbab Sameer, 5 stars ,
Sundus Ishaq, 2 stars ,
Bakht ali khan, 1 star ,
Graceland Realstate, 5 stars ,
armaghan iftikhar, 5 stars ,
Duaa Khan, 5 stars ,
Bilal Butt, 4 stars ,
naeem ahmad, 5 stars ,
Naveed Qadir, 4 stars ,
Hussnain Kazmi, 5 stars ,
Ergon Dragon, 4 stars ,
Afaq Ali, 4 stars ,
Noor alam khan, 4 stars ,
Arsalan Pirzada, 3 stars ,
Safina Nasir, 5 stars ,
Wania Nadeem, 3 stars ,
Adeel Z. Khan, 5 stars ,
Mareeha Farooq, 5 stars ,
abbas alvi, 5 stars ,
masood qamar, 5 stars ,
Nida Sh, 5 stars ,
Wraith Hunter, 4 stars ,
hifza sajjad, 2 stars ,
Naveed Zaman, 5 stars ,
Faisal J, 5 stars ,
Sakki, 4 stars ,
Susan Kazmi, 5 stars ,
Hasan Shahnawaz, 4 stars ,
Baber Gill, 3 stars ,
sameer sohail, 5 stars ,
Ahsan Khalil, 5 stars ,
mahnoor khan, 5 stars ,
Sadia Talha, 1 star ,
Farhan Abbas, 5 stars ,
Shahzad Farid, 5 stars ,
Malik Abdullah, 4 stars ,
Mohammad Meer, 4 stars ,
