Name,Rating,Comments,Sentiment
Wqas Ahmed, 5 stars ,Best economical restaurant in Lahore... Pulao at its best,Positive
Muhammad Usman, 5 stars ,I like ice cream of savour Foods,Positive
Manoj Kumar, 5 stars ,"Good quality, and cooperative staff",Positive
Qasim Jamil, 5 stars ,"Love it, really family restaurant",Positive
Ashir ali, 5 stars ,Nice place & quality food.,Positive
anush hussain, 4 stars ,Good place to have pulao,Positive
Usman Zafar, 5 stars ,Best food low spieces,Positive
Dr. Ziaullah Mughal, 4 stars ,Nice commercial place for rice,Positive
Muhammad Ali Shah, 5 stars ,It has very good arrangement and excellent prices. Overall its very good,Positive
Rj Ashtiaq Bhatti, 4 stars ,Food is very good. Excellent place to visit with friends and all family members...... The sitting place is very nice... And also services is very good,Positive
Zain Bin Tariq, 4 stars ,"Delicious food, Sufficient serving size, great environment. Only reason due to which I am awarding 4 stars is a person on cash counter who needs training how to talk to customers in a professional manner. Cell phones are useful invention …",Positive
Azhar Naeem, 3 stars ,Nice food. Environment is clean and pleasent.,Positive
Adnan Khalid, 5 stars ,"Great food, Great environment Very good Staff.",Positive
Ishtiaq Hussain, 5 stars ,Pulao is so good.,Positive
Mamoon Shehzad, 4 stars ,"If you are a rice lover, the place is made for you. They serve the best rice in Lahore. The reason behind me giving 4 stars is that the presentation of food is not excellent.",Positive
Muhammad Razausslam, 5 stars ,Pulao is good,Positive
Faisal Hafeez, 3 stars ,calm place .palao was tasty but i think salad and raita not focused for surving purpose. for palao 10/ 10 for salad and raita 3 /10. UBL ATM is there also.,Positive
saba alkhamash, 4 stars ,Good place for middle class.,Positive
Zaid Farid, 4 stars ,Over all good food,Positive
M. Umar Hasan, 4 stars ,"Not as economical as they used to be, but still the same taste and quality.",Positive
Mr Naveedsaeed, 5 stars ,very tasty and good food there vid kind servise..,Positive
Mehar Arshad, 5 stars ,Very good experience always but tea and coffee may be served in regular cups instead of disposable,Positive
abdul Razzaque, 5 stars ,Delicious. Hygienic and healthy with pleasant environment. Must visit and eat,Positive
AEGTravel TotalParco, 5 stars ,"Good quality , following SOPs and offering welcome drinks,very nice and food is value for money, hats off",Positive
Abdul Rehman Riaz, 5 stars ,Quantity was good . Spices were perfect. Shami kabaab is way too delicious,Positive
Daniyal Malik, 4 stars ,Good But Not Really Tasty ,Positive
Usman Malik, 4 stars ,"Good food, patent taste.",Positive
Naveed Muhammad, 5 stars ,Nice Place & very fantastic dishes,Positive
Entertainment &Fun, 5 stars ,Locking so pretty good teache staffers,Positive
Shahzad Ismail, 4 stars ,Most economical food in the town.,Positive
Fahad Rizvi, 5 stars ,It was very economical as well as tasty,Positive
Zahid Khan, 3 stars ,The Ice cream is good,Positive
ZILL NIAZI, 4 stars ,"It's better than many high-street restaurants. The air-conditioning is good as is the cleanliness. Given its profile, it is far better than the pseudo upscale restaurants. They have an industrial-scale water filter and they don't hustle …",Positive
Muhammed Nadeem, 5 stars ,A nice place to dine in and take away.,Positive
Syed Yousuf Mushtaq, 3 stars ,Not much Good,Positive
M Adnan Aslam Sandhu, 5 stars ,Excellent quality food,Positive
Inspector Saad zakria, 5 stars ,Good and economic rate,Positive
Sabir Hussain tayyab sabri, 5 stars ,Very tasty food,Neutral
theumrr 1, 4 stars ,Pulao was really  really  nice,Positive
Hammad Ahsan, 5 stars ,Best for rice and pulao lovers but having no parking,Positive
Jahanzeb Khan, 5 stars ,"Ambiance is good,food is tasty and fairly priced, specialises in pulao kabab, usually crowdy, has a dedicated infrastructure.",Positive
Irfan Ali, 2 stars ,Below average taste....,Neutral
Imran Aziz, 4 stars ,Good food and very economical,Positive
Marium Talha, 5 stars ,As always it was delicious and same old taste was there,Positive
Anees Jamal, 5 stars ,Good for all type company,Positive
ahmed_ _soban, 5 stars ,"I loved its taste,there is a huge beautiful seating space . It is not so expensive but gives best services.Rice is the major source of taste.",Positive
wasfa nazir, 4 stars ,Godd food wid affordable price..,Positive
Furqan Saeed, 4 stars ,Best Taste Ever. Economical. Hygenic,Positive
Ahmad Jehanzaib, 5 stars ,One of the best places for rice lovers. Huge variety and choices they offer from rice menu. Reasonable prices are their specialty. Convenient place adjacent to busy Ferozpur road with ample parking and large sitting arrangement. Only thing they need to focus and improve is cleanliness.,Positive
Rohail Javed, 5 stars ,The best pulao in  Lahore,Positive
kashmiri rules, 5 stars ,Amazing tasty birayni and scoops at  reasonable price,Positive
kHaLiD aLi, 5 stars ,Very Very Nice Placement. With All New Food's Items Very Well Tastes And Delicious. So I Love it This Savour Food's Place.,Positive
Samad Ali, 5 stars ,"Nice experience,  food was good,  tasty and well cooked,  serving was also good",Positive
Zakria Asif, 4 stars ,Good taste without spice and masla...,Positive
Safdar Hussain, 3 stars ,Good not best,Positive
Mohsin Saleem, 4 stars ,Lovely pulao ,Positive
Nameer Malik, 2 stars ,Average. Crowdy. Good for bookings and reservations if you're organising a trip or something. Not a great ambiance or vibe to it. Very basic. More like a good stop for reasonable food. But not as good as the original branch in Rawalpindi used to be. The name is over used. Otherwise it's an average dine.,Positive
Irfan Shah, 4 stars ,Delicious food serving,Positive
Esha Mukarram, 5 stars ,So good for each class of people. Economical. A short family can eat in 1000 can enjoy dine out good ambiance but crowded,Positive
Qasim Abbas, 5 stars ,Loved it.. Awesome sitting arrangements,Positive
ZUBAIR AHMED, 5 stars ,Best place with economy rate,Positive
tayyba rajput, 5 stars ,I and my friends totally love this place.,Positive
Maan Chachu, 5 stars ,They have great taste with limited ingredient.. Delicious Pulao,Positive
Imran Anjum, 4 stars ,Best sitting place and affordable food range.,Positive
Abdul Waheed, 3 stars ,It was ok. But found some unhygienic condition.,Positive
AmeEr Hamza, 5 stars ,Pilaf taste is amazing.,Positive
Sabeeha Arif, 5 stars ,"Love it's pulao,and services",Positive
zia ul Islam, 5 stars ,Good food quality and quantity. Better ambiance and value for money. Low cost and affordable for students and families.,Positive
Salman Javed, 5 stars ,"The food is quite good here. If your crave for something of quality and taste, must visit this. The service is quite good. And the rice n kebabs are just perfect.",Positive
Siraj Qamar, 4 stars ,Good place but not sure,Positive
Safdar Naqvi, 5 stars ,It is best.,Positive
Saad Mehmood, 5 stars ,Good place for having delecious plaow in lunch and dinner,Positive
M A, 4 stars ,Great place to enjoy weekends. Very good service and food. Also inexpensive food nd beverages. Clean tables.,Positive
Mubeen Iqbal, 5 stars ,Always loved to be at savour foods. Due to their fast service and economical prices.,Positive
Nvd Ahmad, 5 stars ,Neat and Clean environment . A very good place to eat. A very good place had been set up in Lahore. Savour Food Special Chicken Plao with Shami great taste just like home no extra spice  They serve well.,Positive
Marie Zee Qummi, 5 stars ,Very reasonable prices and a good seating chart..,Positive
Chaudhary armaghan, 3 stars ,LAHORE PULAO TASTE NORMAL,Neutral
Fatima Raza, 5 stars ,"Food here is of Low price, good and verity of food is available here.staff is well mannered and quick in service,nice environment .it has lift.it is neat and tidy.",Positive
Abdul Qadirkhan, 5 stars ,"Savour foods is really great taste, quality and quantity is also matchless. I always appreciate and recommend this hygienic food. The owner of this company very honest kind hearted person. Jeeo Savour foods",Positive
ibn e husssayn, 5 stars ,"Economical yet yummy food. Shami kabab are great. Staff is really friendly, service is really fast. All variety under one roof.",Positive
Hassan Javed, 5 stars ,Savour doesnt need comments,Neutral
Muhammad Shakeel, 3 stars ,Taste is not as good as in Rawalpindi. I have visited almost all branches.,Positive
Muhammad Sajjad Khawaja, 4 stars ,The food was ok. The quantity was enough as compared to price. Service was good. I recommend this place for less budget dining.,Positive
Farrukh Mahmood, 5 stars ,"A good place for dine in, sufficient food within economical budget.",Positive
Inam ul haq, 5 stars ,Excellent place to visit for family as well as friends party. Best food quality and prices under one roof. Standard menu is mostly suitable for individuals. Recommended as number one option round the clock.,Positive
Super CR7, 4 stars ,Great taste and prices,Positive
Ali Hassan, 5 stars ,"It's really just a good decision to go to savour if you love ""pulao"" .the taste of it is outstanding. Also they have very good ice cream.",Positive
Mubashir Qureshi Uetian, 5 stars ,Loved the ambience...variety and taste with quality of food,Positive
Faiyaz Ahmad, 5 stars ,Superb point for hygienic dinner lunch at economical rates in the locality,Positive
I-Tech Store, 5 stars ,Available On foodpanda and Cheetay.,Positive
Muhammad Umar, 5 stars ,Taste of plao is great.,Positive
Ameer Ali, 4 stars ,It was my first experience of moving here.  Good environment  The quality of cleanliness and service is also good.  We were four friends  We were here to praise two friends who had eaten before.  The food is really good.,Positive
Brown Eyes, 5 stars ,Tastes just like Rawalpindi's savour. Excellent service. Highly recommended,Positive
shahid raza, 2 stars ,"Prices are not according to the standard of food, however sitting arrangements are good.",Positive
Ghulam Qadir, 5 stars ,Delicious food with remarkable service!!,Positive
Hassan Khan, 5 stars ,Good quality food with low price.,Positive
Zeeshan ul haque, 5 stars ,Good place for food with cheap price,Neutral
nadeem shahzad, 5 stars ,Last evening we had dinner here. The place is worth visiting. Rates are amazingly low.,Positive
Sadia Shafiq, 5 stars ,"It's amazing , level osm experience",Positive
Muhtad Khan, 4 stars ,"The food quality, quantity and tase is perfect and economical too. But don't expect the staff to be well educated in terms of hospitality services",Positive
Imran Manzoor, 5 stars ,Everything was amazing.,Positive
Yule Eluy, 5 stars ,Best pulao,Positive
Aleeza Majeed, 5 stars ,The service is good i probably be going back soon,Positive
MAZHAR H, 5 stars ,Tje waiters are so qiick. Service is veey good. Taste is awesome,Positive
Omair Anwer, 3 stars ,Better sitting area as compared to the one in Islamabad however the food was just average. The staff needd to be a little more humble the usual. Icecream was average as well. Not a bad option if it falls close to your office else go biryani express combo would be a way better option.,Positive
Shahid Khan, 5 stars ,Best service ever I seen,Positive
Ali Haji, 3 stars ,U have to sit outside which is not attractive,Positive
Shehzad Ahmad, 5 stars ,Lovely  moments,Positive
Arsalan Amin, 4 stars ,"The place was good but service was not that much satisfactory. I mean I ordered rice with selectable chicken piece so I ordered them with the chest piece. And when the order finally arrived on my table, I was very shocked. The chicken piece …",Positive
hussan ara, 5 stars ,"Ecomical, delicious and quick service",Positive
AD CRIC, 4 stars ,Good Quality Food...,Positive
Ali Zia, 5 stars ,Above average taste ... Money will not be wasted if spent here.,Negative
ABID HUSSAIN, 5 stars ,Deliciously tastefull My taste buds can't forget the taste of savour,Neutral
Hafiz Muqeem, 5 stars ,Good taste and affordable.,Positive
Danial Khan, 3 stars ,Good place to eat but pulao quality is not as expected,Positive
mumair masood, 1 star ,One word PATHETIC ! Total waste of money& food. Calling the rice they serve pulao (pilaf)  is an insult. I don't write negative reviews of food but their's compelled me to write this down. A whopping - 11/10 in my book. Only thing with some taste were the roast chicken pieces.,Negative
Osama Changi, 4 stars ,An ok place for a quick bite. Is quite economical as well. Quite famous with school and college kids.,Positive
Waleed Riaz, 4 stars ,Good place for biryani and ice cream with an awesome family sitting arrangement and less costly as well...  How ever fast food doesn't matches with the standard of the high spices and taste of lahore... However burger people might prefer it ,Positive
Tabassam Tahir, 4 stars ,It was a nice meal.,Positive
Komal Arshad, 5 stars ,It's calm and peaceful place Their meal is delicious,Positive
Dr. Mehak Zaheer, 5 stars ,Rice  were the best,Positive
Imtiaz Awan, 5 stars ,Best place to visit with family,Positive
Javaid Farhan, 5 stars ,Good place.,Positive
Shahzadi Mahrukh, 5 stars ,Really delicious food with quick serving ,Positive
all patient, 5 stars ,Taste of plao is good,Positive
Tasawar Bosal, 4 stars ,"Carrying the legacy of their Signature Pullao famous all over Pakistan , Savour after the decade old experience are now in Lahore also .  The fragrance on entering the premises makes one feel one is in Pindi or Islamabad . The taste  is really good and the service is also better . They are carrying their legacy forward .",Positive
Asad shuja dar, 2 stars ,Droping in quality and service,Neutral
TIMENEWS TV, 5 stars ,its good place for eating,Positive
Intisar Hashmi Official, 4 stars ,ambience and service was awesome. taste quality and quantity was also much much better. but some products are over priced.,Positive
diti squad, 5 stars ,Very good taste,Positive
Umair Arif, 3 stars ,Economical place to have a chicken rice,Positive
Musadiq Ali, 4 stars ,"Amazing freshly coocked pulao rice and roasted chicken,  Not that much spicy but good in taste. You can take different deals here as well. Parking is also available. Usually evenings are rushy.",Positive
Ijaz Khan, 5 stars ,Savour foods here is good atmosphere almost 500 people can eat food at one time on just one floor there almost three floors and also here is cheap rates,Neutral
Ahmed Mustfa, 5 stars ,Labore savour not good as Rawalpindi,Positive
Maazi Lone, 5 stars ,A must visit place Nice taste Ecnomical Nice service,Positive
M Ahmad Nawab, 5 stars ,Clean environment good blace good food,Positive
Tango Task, 4 stars ,Economical and Good Foor quality,Positive
minahil Sardar, 4 stars ,"Its nice place to go with your family , same taste from last 8 years  visited and I have found their taste so yummy and above all is affordable .",Positive
usama nasir, 5 stars ,"roof top sitting is classy , i like it",Positive
Umar Ijaz, 5 stars ,Nice and hygienic place to eat.,Positive
Kayenat Waqar, 4 stars ,Nice food,Positive
rai vicky, 3 stars ,savour foods lahore pakistan,Neutral
Zeeshan Aziz, 5 stars ,Nice place for eating with family nd friends,Positive
Shahrukh Dhedhi, 4 stars ,Food was Ok. Their mint drink was very refreshing.,Positive
Malik Waseem Advocate, 5 stars ,Taste was fantastic and reasonable prices,Positive
Shah Sharbeel, 4 stars ,"My experience is great, I loved their ice cream, Pulao is good. I haven’t tried their fast food but looked delicious. They have atm machine inside, they also have motorbike and car parking. Huge 5 floor building, great for families. Savour foods provides economical, quick and healthy eating option.",Positive
Salman Sunny, 5 stars ,Exellent,Positive
Muhammad Zeeshan, 5 stars ,very good atmosphere,Positive
Burhan Ahmad, 4 stars ,One of the best food outlet in Lahore after the successful history in Rawalpindi and Islamabad. Its launch in Lahore given this business a huge profit just like the capital city. It is one of the best food chain for rice lovers in a …,Positive
5T Creations, 4 stars ,Nice and clean environment,Positive
Asad Mian, 3 stars ,Sorry I never visited this place.,Negative
Civil Law, 4 stars ,Reasonable food with reasonable prices. Looks neat & clean & hygienic. Not very tasty though,Positive
Usman Sheikh, 4 stars ,"Now rates are high So those who prefer savour for being economical,  is no more economical.",Positive
Yaseen Abid, 5 stars ,Very good taste.. Love that plao...,Positive
Ayan Sheikh, 4 stars ,Fast food taste good I enjoyed,Positive
Asghar Ali, 4 stars ,Very nice place for families too,Positive
Umer Ghauri, 5 stars ,Love the taste and the temprature...my all time favourite.,Positive
Giga Spy, 4 stars ,Nice food served here. Also the place is enjoyable. Love the icecream,Positive
Lee Ahmed, 5 stars ,Very nice place to eat and affordable,Positive
MAJID MUNIR, 5 stars ,Saver food is best quality of food in Lahore.,Positive
IKRAM SHEIKH, 5 stars ,Great place for eating out. Rice pulao taste is unique. And ice cream too tasty.,Positive
Rana Nadeem, 5 stars ,BEST Place lahaore,Positive
Sheikh Saqib, 2 stars ,Just Average taste for me,Neutral
Asad Ahmed, 5 stars ,Tasty food in neat and healthy ambiance,Positive
Mohammad Bilal, 3 stars ,Good value for money. Pulao taste with their full charga is really good. Nice place to sit but mostly without family . They should start delivery service as well. Mostly for students with low budget this place is just perfect . Worst part …,Positive
Mustaqim Ahmad, 5 stars ,"Fantastic experience, good quailty food, good service, nice place",Positive
Ahmer naeem, 5 stars ,Love to dine this place,Positive
Ch. Mubashar Aslam, 1 star ,Worst tast,Negative
shah production, 5 stars ,I love it .. Pindi boy ,Positive
Sohail Nawaz, 5 stars ,Awesome place for fresh food like rice recipes as well as some ice-cream. Nice sitting space for family and individuals.,Positive
khurram mushtaq, 5 stars ,"Great ambient, good service great food.",Positive
Zeeshan Hameed, 5 stars ,Marvellous Economical food,Positive
Dairy Farming, 5 stars ,Good option for food lovers,Positive
Sharjeel Ahmed, 4 stars ,Food quality good but packing hot food in polyethen bags is really unhealthy.,Neutral
Naveed Ali, 5 stars ,I'm working in Savour food Lakshmi chok Lahore,Neutral
Faisal Mian, 4 stars ,Staff behaviour is good . Services are excellent,Positive
Muhammad Talha, 3 stars ,Not a good place for family. And not in best location. But food quality is good.,Positive
rabiya khan sadozai, 5 stars ,An amazing place with amazing food ,Positive
Rana Aamir, 5 stars ,Very Good Quality food and reasonable price,Positive
Asim Aslam, 5 stars ,Same old taste with complete new outlook.,Neutral
Asad Minhas, 3 stars ,"Firstly, the location of a food brand doesn't justify on the bank of Filth drain I mean to say""Ganda Nala"". Quality and taste stands average while the prices stay up high. You can enjoy similar or rather less prices food in Lahore that tastes much better.",Positive
Xeeshan Ahmad, 5 stars ,Good and tasty food with excellent environment b,Positive
Syed Sohail, 3 stars ,"Maintaining original taste i.e.  from College Road Rawalpindi, services needs to be improved especially in rush hours.",Positive
Waqar ul Haq, 4 stars ,Taste now like islamabad,Positive
Saira Javed, 2 stars ,"I would say k it's ok. Food is yeah tasty. Good serving. But plates, glasses are not cleaned. I mean the crockery is not washed properly. I experienced it twice but the condition was same.",Positive
Waheed Anjum, 4 stars ,It was beautiful place and cleanliness is very good,Positive
Rao Adil Javed, 5 stars ,,Neutral
ahmad hussain, 4 stars ,Healthy food. Great taste.,Positive
Informative Tv, 4 stars ,Very well quality and educated vaters,Positive
Musharaf Siddique, 4 stars ,Services good. But only fast food ha,Positive
jubair qamar, 5 stars ,I love pulo because the test of pulo is cannot be make by any other restaurant i love seating it is great restaurant for family and alone i fully  recommend it,Positive
Ahsan Hameed, 5 stars ,Savour is a brand which is more famous in pindi islamabad. The quality of rice is awesome and broast is as tasty as roast. The burger offers also available here and you can also enjy icecream which is more better than other icecream parlours. So highly recommended.,Positive
Ali Ehtsham, 3 stars ,Good quality. Vast parking.,Positive
Umair Malik, 3 stars ,Little above than normal rates.. was expecting low prices,Neutral
Muhammad Nāeem, 5 stars ,"no doubt, pulao is a tasteful.",Neutral
BOOK STYLE, 4 stars ,Big place & big taste Be good sitting & easy rang,Positive
zahidkhokhar515, 5 stars ,Quality food & executive environment with economical price.,Positive
Mian Chand, 5 stars ,Nice food point very good,Positive
saddam saeed, 4 stars ,Delicious Taste and icnomical Rates,Positive
Azfar Raza, 5 stars ,"Finally, they open a branch in Lahore! Same great taste and service! Pulao like no other and quite affordable too.",Positive
Awais Jameel, 4 stars ,Nice quality economical food.,Positive
ejaz ali, 3 stars ,Good food and better service.,Positive
Hassan Mansoor, 4 stars ,Nice taste as always but now prices r bit higher,Positive
Muhammad Bilal, 4 stars ,Best place for walk,Positive
Sarwar Mughal, 5 stars ,Very good food,Positive
FAHEEM AAMIR, 5 stars ,"It's an amazing place, very good environment with delicious food specially pulao. Everyone should visit once.",Positive
Journeys de FATEMI, 5 stars ,I love this restaurant,Positive
NAEEM BARI, 4 stars ,Nice vast seating Parking issue Taste 4/5 Service 5/5 Price 5/5,Neutral
Muaaz Raja, 4 stars ,"Good service, same famous taste n ambiance",Positive
ÝåŠir Åli, 5 stars ,"Food was delicious , worth visiting",Positive
Hira Khan, 4 stars ,It's nice to eat at savours food ,Positive
Ather Shahbaz, 4 stars ,Savour food famous for pulao. This is one of first branch opened in Lahore after twin cities. It has same great taste.,Positive
Ali Usmani, 5 stars ,All things are good at there.,Positive
Zeeshan Ahmed, 5 stars ,Absolutely great. A nice place to visit with family members and have delicious and hygienic food. Keep it up,Positive
Faisal Razzaq, 5 stars ,All time favorite,Positive
Muhammad Mustafa, 5 stars ,Fantastic restaurant ,Positive
Innocent Doctor, 4 stars ,Taste good but poor service,Neutral
uzair mansoor, 5 stars ,Very Reasonable place with great food. Easily approachable,Positive
Asad Ullah Siddiqui, 4 stars ,Great experience good service,Positive
Adeena's Kids Fashion and Printers AKF, 4 stars ,Nice place to have pulao (rice),Positive
Mohammad Anas, 5 stars ,Superb taste and economical.place.. with tidy atmosphere i like its cleanliness,Positive
Suneela Fatima, 5 stars ,"Quick, tasty and healthy",Positive
Team PTI Bhamba UC125, 5 stars ,The best place food point,Positive
Adeel Haider, 4 stars ,Good experience.,Positive
awais shah, 4 stars ,Avg price with good taste,Positive
Bunni Bhai, 4 stars ,Good but low verity,Positive
mehmood murtaza, 3 stars ,Was a good experience. Nice setup. Wish it all the best,Positive
Muhammad Waqas, 4 stars ,Normal taste,Neutral
Ali Ghafir, 5 stars ,Nice as always.,Positive
Muhammad sheraz, 5 stars ,Food is good in quality as well as in quantity... Staff is well mannered... Ok for everything.,Positive
Bilal Ahmad, 5 stars ,I tried the rice and steam roast along with kheer. Highly recommended. Excellent taste.will definitely try again.,Positive
Zeesh Malik, 4 stars ,"Quite an economical place for groups as well as individuals, especially in Lahore, where you don't find good rice at most places. Yes, one SHOULD visit Savour for good rice.",Positive
amna farooq, 5 stars ,"Great taste and clean environment, washroom also tidy.",Positive
Moaz Haider, 5 stars ,Very cooperative they are,Positive
Betches Sign, 5 stars ,Savour has the best rice and kabob... their chutney is so sooo yummy! Satisfied.,Positive
arslan starx, 5 stars ,best taste..best services,Positive
Shehroz Khalid, 5 stars ,Perfect. Highly recommended place.,Positive
Shoaib Hassan, 3 stars ,Delicious and hygienic food,Positive
Shahan Babar, 5 stars ,Excellent food and seating arrangement,Positive
Crack Done, 5 stars ,"Everything was perfect including food,service and environment.",Positive
Hasnain Muavia, 5 stars ,Masha Allah....Allah give him more blessings,Neutral
Anam Saf, 5 stars ,"Fabulous meal, specially zinger burger was awesome, Reasonable price",Positive
Muhammad Asif Buzmi, 1 star ,Savour foods lahore is comfortable place....there is division of family and friends.... Fiod served here is tasty and manageable...ie not too costly...,Positive
U Tube, 5 stars ,"Good food, ecnomical",Positive
Shafi Ul Hassan, 5 stars ,Very good food,Positive
zainab ali, 2 stars ,Food is very good.  Will recommend take away. 2 star is just because of poor service at the restaurant,Positive
Aamir Iqbal, 5 stars ,"Savour Foods is one the best point for refreshment especially pulao, kher, ice cream. Here chiken pulao is very famous and delicious with low and affordable price. It's situated at a teachable place having very beautiful building and comfortable sitting area",Positive
adeel riaz, 5 stars ,"They have maintained their taste over decades. The taste in Lahore was same as their 1st branch in raja bazar pindi, which I visited about 18 yrs ago for first time",Neutral
syed hussain, 5 stars ,good taste,Positive
Ali Doger, 4 stars ,Just love the taste,Positive
Wasim Gill, 4 stars ,"Quick service, nice food and economical as well.",Positive
ALS Superior, 4 stars ,This place is very pleasant with healthy food.,Positive
Irfan Pervaiz, 3 stars ,they should increase variety and quality... just a hype... u can get better pulao from some rerrhi,Positive
Kenval Siddiq, 5 stars ,Nice service with tasty pulao,Positive
Hina Mehmood Gondal, 5 stars ,Perfect Environment best food,Positive
Sana Javaid, 4 stars ,Savour foods present quality food in the reasonable prices. The sitting place is good. Staff is helpful there. If someone wants to eat crispy chicken and traditional pulao he must visit savour foods.,Positive
saqib malik, 3 stars ,Good taste of rice. Only palaoo Good sitting area and table service. Family hall is available. TipWhen you eat your plate of rice send table man for 1 time garavi extra,Positive
Jahanzaib Munir, 5 stars ,"It's a very economical place for it gives you true value of your money and tummy full quantity is served but if in case you still feel the urge of eating more, they will re-top it and that too for free. Although famous for their Chicken …",Positive
Mr AssAy, 5 stars ,Amazing,Positive
Makhdoom Adeel Abbas, 5 stars ,Economic and delicious food items available here,Positive
moon prince, 5 stars ,Ice cream very tasty in cheep rate,Neutral
Dua Awais, 5 stars ,Tasty food ...Good experience...as always...,Positive
Mahrukh Ahmad, 5 stars ,tastiest place... lightest on pocket ...,Neutral
Bilalogy Rocks, 5 stars ,"Good quality food, really enjoyed.",Positive
AGENT BOSS, 5 stars ,Aah every body knows savour foods is too much pocket friendly for students so ,Positive
Life Sciences with Dr Muhammad Tariq Zahid, 4 stars ,"Very nice, peaceful place to dine with families. You can find rice and fast food here",Positive
Naveed Arshad, 4 stars ,Prices are low. Ambience is awesome. Food quality and taste are normal,Positive
Moazzam Shahzad Gondal, 5 stars ,Savour food is most ecnomicaly fit place for foodies.savour is a big brand usually known for its quality products with low cost as compared to other restaurants.savour food staff is so cooperative and most attractive think is that whole process from making dishes to serve the customer is very clean,Positive
Hassan Aziz, 5 stars ,Food Quality is not quite good but ambience is Good,Positive
atan shakul, 3 stars ,Yes. Needs more cleanliness .,Positive
Tayyaba Umair, 4 stars ,gud value of money... affordable n good taste,Positive
MUHAMMAD Haroon, 4 stars ,Delivery not available that's why 4 * otherwise food 5* okay,Positive
Awais Azam, 5 stars ,Brilliant taste ,Positive
naveed ashraf, 4 stars ,Best place for hungry  people,Neutral
Saad Qureshi, 4 stars ,"Good quality, hygienic and economical food",Positive
Muhammad Abbas, 5 stars ,Nice place.. Best quality and very good taste in low price..,Positive
Imran Mughal, 5 stars ,Tasty plao,Neutral
Waqas Rabbani, 5 stars ,Even after so many years they have maintained their quality ... An everyday meal ... No extra spices ...  A full meal within economical range ...,Positive
Hasnain Raza, 5 stars ,A nice lunch by zaheer bhai at saver food,Positive
Hafiz Shahryar, 4 stars ,Taste 9/10 Ambiance 7/10 Quantity 10/10 Price totally Justified,Neutral
Shabbir Shabbir, 5 stars ,Very good food,Positive
Baig Abid, 3 stars ,"Favorite foods chain of twins city Islamabad & Rawalpindi, now open his network in Lahore, beautiful place but rates of rice plates are very high",Positive
M. Haris DG, 5 stars ,"Their pulao always blows my taste buds with pleasure. The shami kabab and the chicken in it add more to its flavoufulness. I love rice, and ive realised no one can make it so flawlessly as savour foods do!",Positive
Salik Sultan, 4 stars ,Pilao was good but ice cream was very bad,Negative
mahwish jillani, 4 stars ,"If you are looking for regular meals and you live near by then it's a good option. I had biryani from there. The thing that I liked the most about them is that they have refill option on rice and other some petty stuff, which some how stops wastage of food.",Positive
Sibghat Ullah, 4 stars ,Ambience is awesome they have raised their prices but not too much. Food taste is average separate seating for family Can be visited with family for meal at comfortable environment with afford able rates,Positive
Altaf Hussain, 5 stars ,"Good place for meal with family, enjoy a lot. Good taste neat n clean environment.",Positive
Muniba Afzal, 4 stars ,good for palao lovers. quiet reasonable with sufficient quantity,Positive
Usama Aziz, 3 stars ,"Savour foods is known for the best rice in town in an economical budget. But since the past many months, they have become cheap. They've started using rice of the sub-standard quality. The burger is the worst of all which is completely …",Neutral
Talha Mahmod, 5 stars ,Best affordable food,Positive
Hira Zakir, 5 stars ,tasty food ever,Neutral
murtaza sachwani, 4 stars ,Nice pulao,Positive
Humayun Akhtar, 5 stars ,Amazing experience. place is very spacious. And food is good. Recommedned,Positive
Rana Irfan Aslam, 5 stars ,I were used to visit savour Islamabad but after a long time i found it at Lahore taste was good,Positive
Muhammad Imtiaz, 5 stars ,Ever best plao in all over Pakistan I recommend in rice this is best,Positive
Haseeb Asghar, 4 stars ,Good idea to provide tasty food in an economical price... but ambiance is 0/10... Atmosphere 6/10.. taste: 8/10.. all they need to do is to manage the seating.,Positive
organic gaming, 4 stars ,Excellant service food was good The palao is worth eating but the burgers were average . Ice creams were very good aswell.,Positive
Raja Muhammad Shafiq, 1 star ,Visit that place 3 to 4 times but not a good experience,Positive
Jawad Zafar, 5 stars ,Quality food at an economical price. Hot shots are cheaper than KFC but triple in size.  And everything so fresh  Must go with family,Positive
waqas bashir, 5 stars ,Nice resturant nice envirement good,Positive
Shahid Rajpoot Bhatti, 5 stars ,Nice ,Positive
Mobi Talks, 5 stars ,Best food quality,Positive
Irfan Ali, 5 stars ,Good place,Positive
Zainab Chaudry, 5 stars ,Highly Recommended for less spices lovers,Positive
Zoom stationers Plaza 11 NFC PAK, 5 stars ,Famous name in pulao in Lahore now..you can refill the rice free of cost,Positive
ramiz khan, 5 stars ,Great place with nice taste,Positive
Mr. irfan, 5 stars ,Very nice,Positive
waqar saddique, 5 stars ,Place was very good. Enjoyed alot. Great place for a family time,Positive
M. Ahsan Butt, 4 stars ,Good place,Positive
Immad Zulfiqar, 5 stars ,Brilliant taste,Positive
Syed Haroon Arshad, 4 stars ,"Really a good economical place with good quality food. I love the taste of the food and the weird thing is if you place a single lunch box deal which is of 235 which contains 2 shamis n 1 chicken piece, they charge you more if you ask them …",Positive
Zainab Khalil, 5 stars ,Food quality is too good,Positive
toseef ahmad, 3 stars ,Families are coming here. And some people also held their engagement ceremonies here. And I really feel just like I'm in a marriage hall.,Positive
Muhammad Mehdi Raza, 5 stars ,The best in terms of value for money. Love their Ice Cream (Today's Special),Positive
