Name,Rating,Comments,Sentiment
Shujaat Khalid, 5 stars ,"Best ambience, Quality food and service",Positive
Mike Ross, 2 stars ,"Amazing food, Great Restaurant, Highly Recommended.",Positive
Shahid Malik, 5 stars ,Food was average and ordinary as well as expensive. Location was awesome so was the scenery.,Positive
Ethereal Dreams, 5 stars ,That was so awsome. The meal was so delecious. The staff was very good. I recomend everybody to go there and enjoy ur life.,Positive
shanzae farhan, 5 stars ,"I loved every bit of time spent at Monal. The view, the food, the location everything was top notch. Especially the view was exceptionally picturesque. I think Monal is a place worth visiting and I will rate it a 5/5. Had an amazing time with my family.",Positive
Safi Ghauri, 2 stars ,Good food with beautiful Islamabad scenery. Prices are a little too high but the trip is worth it.,Positive
Numan Khan, 5 stars ,crowded corona super spreader place that charges heavily. Beautiful views no doubt but if you're not lucky enough to get a nice table you don't see much and instead can't hear anything because of the loud music.,Positive
M. Saqib J. Bhatti, 5 stars ,Excellent food and service.  Very reasonable prices. Loved it.,Positive
Dr. Farrukh Malik, 5 stars ,"Best view in night, the D terrace was good coz of boys gathering. Upper are for families. Sunset view is amazing here.  Food: mutton was good what I ordered, fish crackers and their special soup are recommended.",Positive
Rocky 77, 5 stars ,View:10/10   Food: 5/10   Selling point: View while you dine.  This restaurant is thriving and popular for the panoramic view of Islamabad from the Margallas while you dine. If you are looking for excellent …,Positive
Faheem Elahi Fome, 5 stars ,"I totally enjoyed the experience. View was very beautiful and food was also good, highly recommend ",Positive
chemistry E learning, 5 stars ,One of the most mesmerizing place in captial,Positive
Nasser Baz, 5 stars ,Its nice place with a view point.you may have lunch and dinner here.advance booking is recommended as its quite rushy.,Positive
Ikram Shehzad, 5 stars ,Absolutely amazing food and View!,Positive
Yuko Konishi, 4 stars ,Its amazing place nd nice veiw environment very classy,Positive
Rafia Saeed, 5 stars ,The restaurant was great. Good foods and wonderful night view. The way to get there is a issue. Uber won’t take you there and another cheated us( asked for extra charge),Positive
Mishal Saleem, 5 stars ,"Loved the dinner, servise and obviously the top view of islamabad",Positive
IMRAN, 5 stars ,It was too good the envirnment the staff the food all good,Positive
Abdul Basit Saleem, 1 star ,Nice place and food is excellent staff is welcoming and well behavior,Positive
Umer Aziz, 4 stars ,worst taste. zero taste nd zero service. pplz wana go only for the location and view of islamabad.,Negative
Ayesha Yousaf, 5 stars ,Food is not very nice but views are fantastic nice place to visit with or without family,Positive
khurram zubairi, 5 stars ,Beautiful view,Positive
Leenah A, 5 stars ,Amazing breathtaking views excellent food Amazing staff,Positive
Naveed Aslam, 5 stars ,"Amazing view , even at day time. Good quality food. Well managed . Good management and great service. Highly recommended.",Positive
Khalid Mehmood, 4 stars ,Refreshing and beautiful place for outing and dining. Breath taking view of Islamabad. Worth  visiting,Positive
Akasha Munir, 4 stars ,Nice buffet package in very reasonable price. Really enjoyed.,Positive
Helmi Ansari, 5 stars ,"Delicious food, excellent environment and beautiful view. Service is really good and quick. A very well managed place, only rush is something I did not like. Wish to visit on a peaceful day. Ordered platters, it had almost everything on …",Positive
Ahmad Yar, 4 stars ,A good experience with good service . Its as nice location but this place also has good food. The food is above average in quality but the service was excellent. Went there for a morning chai.,Positive
Salateen Waseem Philip, 5 stars ,MONAL should be the first choice when thinking about seeing the best of town. It is a high-end place that generously offers an extraordinary variety in its buffet brunch on weekends whereas the food is perfect for luncheons and dinners as …,Positive
asad khan, 4 stars ,awesome place to enjoy food with nature,Positive
Mubashir saddique, 5 stars ,Food is adequate. People just come here for the view and their social media responsibilities,Positive
Malik Ibraheem, 5 stars ,Lovely Place for Couples to spend time with Perfect dishes available not Expensive like Other Motels in Rawalpindi Islamabad,Positive
Zohair Naeem, 2 stars ,What an amazing place awesome location and great taste with good services,Positive
Intezar Kumbhar, 5 stars ,Worst service I've had in recent times. Would have been 5 stars for food and ambience if their manager learn some manners,Negative
Uzair Malik, 5 stars ,"What a lovely place in Pakistan Islamabad always delighted with the view and great taste of food, will recommend Dum Biryani , and the foods that are shef Recommend are all excellent. Amazing experience always.",Positive
Hanan Elahi, 5 stars ,A beautiful place that offers a variety of foods.,Positive
MentorShip Program, 4 stars ,The ambiance had been amazing. My continental platter was quite fresh and service was good as usual.,Positive
Moazzam Faridi, 5 stars ,"hiked on trail 5 l, awesome weather and superb adventure....",Positive
Basim Akhtar, 4 stars ,Beautiful place for eating good food and and got together,Positive
Apni Dharti, 4 stars ,I had the most amazing dinner at Monal. Very professional and they are doing their best to accommodate every customer.,Positive
Atif Hassan, 1 star ,Beautiful view of Islamabad from Monal hotel.,Positive
salman muhsan, 3 stars ,Manegemant is failed taste of food was just okay rates are high quality of food os not so good serving is so poor.only 1 thing is nice and that is the view.,Positive
Muhammad Younas Ch, 5 stars ,Food is not good at monal...but scenes are awsom from monal,Positive
Abdul Wadood, 5 stars ,Food and service is awesome. I love to see Islamabad from the Monal at evenings . But don't forget to reserve ur seat on holidays because u must see a rush of people there . You may park ur vehicle at road side almost 500 meters before the Monal especially on holidays.,Positive
Khawaja Usman Sarfraz, 5 stars ,Amazing Food excellent service as well outstanding cleanings Dust Proof Environment,Positive
Azeem, 5 stars ,"Fabulous place to enjoy a variety of tasty food. The sitting arrangement is massive and the menu includes cuisines from continental, Chinese, traditional Pakistani, BBQ and other local dishes. The scenic views from surrounding Margalla …",Positive
Syed Al Gilani, 5 stars ,Nice view although food was not that great,Positive
Ali Ahmed, 4 stars ,Amazing Place with delecious Food...,Positive
Saqib Razzaq, 5 stars ,The view is excellent  but quality of food not good. In previous years the food used to be good but now both quality & quantity is compromised,Positive
Usama Khakwani, 4 stars ,"Awesome taste, fast service, beautiful view",Positive
Mughees Ahmed, 4 stars ,Ambiance and location 5 star. Food 3.5 star,Neutral
Simsim Bakhsh, 5 stars ,The place is beautiful. The prices are very expensive! The need to revise the prices to make it more affordable,Positive
Touseeq Zaman, 5 stars ,"Best view , best food ",Positive
Hajra Shahid, 5 stars ,Best view food was ok,Positive
Muhammad Omer, 5 stars ,Beautiful place n gud taste...happy to visit monal...thanks,Positive
dope designs, 5 stars ,Best place in Islamabad with a perfect view of the city :),Positive
Usman Arshad, 2 stars ,Food was awesome. Service was great Closing time is quite early Enjoyed the place,Positive
Atif Altaf, 5 stars ,Average taste cold food slow service. They just charging you for the view and hospitality. I never visit them again.,Negative
Dr.JM Afzal, 5 stars ,"Its one of its kind place, although the food is amazingly delicious but who cares about the food when you witness the view from this height. Sitting on the top, surrounded by lush green mountains where the entire city of Islamabad presents …",Positive
Danish N, 4 stars ,It's much in reality than thinking of Europe. Must visit there . Excellent food and very professional team to serve and take care,Positive
Sameer Yaqoob, 5 stars ,Good food with a view. What more could one ask for?,Positive
Miqdad Sibtain, 4 stars ,Great views.. food is ok.. not great,Positive
Fawad Niazi, 1 star ,Amazing place to have food with a view,Positive
Abdullah Munshi, 5 stars ,Its not hated place ... rather the restaurant is closed on Government orders. Rare chances 9f its opening and maintenance. Wild animals can be seen due to lack of human presence. Only a parking place near mosque was open when I visited it in August first week 2020.,Negative
Aqdas Fatima, 5 stars ,Amazing food. Fantastic views. Highly recommended for anyone visiting Islamabad. Best time to go is in the daytime so one can truly appreciate the scenic views of Islamabad.,Positive
Waqas Ahmed, 5 stars ,Best place ive been throughout my trip. The view the atmosphere the music and on top of everything the food was worth all of it,Positive
Ismail Vanker, 5 stars ,"Best palace for outdoor dining, view, music , Taste is summed up with a beautiful romantic view best pick doshes of pakistan available here",Positive
Hamza Aslam, 5 stars ,"Great atmosphere, live Ghazal singing, delicious food.",Positive
mehwish khan, 5 stars ,One of best restraunts in Islamabad. At best location. Great food and service.,Positive
Srs roofing & Exteriors, 5 stars ,The view was mesmerizing although the restaurant charges were pretty high But it was a must go to place.,Positive
رہروانِ راہِ فنا, 4 stars ,Awesome view. Slightly over priced but totally worth every penny,Positive
Shahid Awan, 4 stars ,"Sitting and view is Fabulous, best place for families, Birthdays are also celebrated here, Food Average and expensive, Hall and outdoor space available",Positive
Dua Marketing Network, 5 stars ,"Location is undoubtedly awesome, quality of food has been improved but still it is 7/10",Positive
Itinerant, 4 stars ,Beautiful place food is just ok,Positive
Hamiz Ali, 5 stars ,food not that good...view great,Positive
Engr. Attique Y. A., 5 stars ,"Great food, great service and great view",Positive
Sibgha Saliha, 5 stars ,"The place needs no introduction, I know but, I'll tell you a little about the place in picture. Its few kilometer ahead of The Monal and got a beautiful view of Islamabad and for sunset lovers. Plus you will also be served by sweet recipes …",Positive
Twahira Shaheen, 5 stars ,Individual Platters are worth trying. Economical and fulfilling,Positive
syed usama, 5 stars ,Very nice place to dine. Best food and nice service,Positive
Rehan Tariq, 5 stars ,A beautiful place in the hills of Islamabad and one of the best in th hospitality sector.,Positive
Danish Asghar, 3 stars ,A good place to spend quality time with family. The route to monal is even more thrilling. It's fun to drive,Positive
Umar Fayyaz, 3 stars ,Monal restaurant provide healthy and delicious meal but its to much expensive for middle class people. Also they charges 5 times more than normal market price. For example regular cold drink normal cost is 25 and monal give us in RS 165.,Neutral
Waqar Aley, 5 stars ,Taste 5/10 Serving 7/10 Expensive Overrated place,Negative
Jamshaid Babar, 5 stars ,Good place for dinner amazing view,Positive
M I, 5 stars ,"Every time I visit them, except rush over tables, they are awesome. I just love their food and specially...offer me cheese Naan of their 50 times and I ll pick that Every time. Beautiful views, amazing food, too good bhai",Positive
Owais Khan, 5 stars ,"Monal is the best hilltop restaurant in Islamabad, where you can sit enjoy your food and at the same time also enjoy the beautiful scenery of Islamabad. The view is awesome after a shower of rain because the dust settles down. It is one of …",Positive
Muhammad Javed Awan, 4 stars ,"Such a lovely place,a must visit",Positive
Twahira Shaheen, 5 stars ,Individual Platters are worth trying. Economical and fulfilling,Positive
syed usama, 5 stars ,Very nice place to dine. Best food and nice service,Positive
Rehan Tariq, 5 stars ,A beautiful place in the hills of Islamabad and one of the best in th hospitality sector.,Positive
Danish Asghar, 3 stars ,A good place to spend quality time with family. The route to monal is even more thrilling. It's fun to drive,Positive
Umar Fayyaz, 3 stars ,Monal restaurant provide healthy and delicious meal but its to much expensive for middle class people. Also they charges 5 times more than normal market price. For example regular cold drink normal cost is 25 and monal give us in RS 165.,Neutral
Waqar Aley, 5 stars ,Taste 5/10 Serving 7/10 Expensive Overrated place,Negative
Jamshaid Babar, 5 stars ,Good place for dinner amazing view,Positive
M I, 5 stars ,"Every time I visit them, except rush over tables, they are awesome. I just love their food and specially...offer me cheese Naan of their 50 times and I ll pick that Every time. Beautiful views, amazing food, too good bhai",Positive
Owais Khan, 5 stars ,"Monal is the best hilltop restaurant in Islamabad, where you can sit enjoy your food and at the same time also enjoy the beautiful scenery of Islamabad. The view is awesome after a shower of rain because the dust settles down. It is one of …",Positive
Muhammad Javed Awan, 4 stars ,"Such a lovely place,a must visit",Positive
muhammad atif, 5 stars ,Good for sight seeing specially on sunset. Food quality is Also good,Positive
sadia Ali, 5 stars ,Amazing view of Islamabad Best place for outing,Positive
Muhammad Furquan, 4 stars ,"1st visit here, great service, scrumptious food, beautiful view of entire city.",Positive
Masuma Junaid, 5 stars ,"A bit expensive, but I guess worth a visit, if you haven't been here before. Amazing views!",Positive
Zeerak Samuel, 5 stars ,Loved the music food and view 10/10,Positive
Nadeem Nazir, 4 stars ,Never fails. Excellent food with  lively ambience and panoramic views of the capital and rawal lake. The scenic drive adds to the whole experience. Don't miss it if you're a visitor to Islamabad.,Positive
Behroz Rizvi, 4 stars ,"Average food, great ambiance.",Positive
Ammar Ali, 5 stars ,"Awesome view, and cheap buffet costs around 1k per person",Neutral
Tariq M Ahmed, 1 star ,"It was great run, from zoo to Monal ",Positive
Kazim khan Khattarzz, 5 stars ,Worst resturant ever taking peoples water bottle away at the gate and want you to buy there’s . people travel 10km on the mountain and asking them to get rid of there water bottles is ridiculous so That Monal can sell their water Wen to …,Negative
Sameera Hashim, 5 stars ,Because there is nice and decent  sitting  place,Positive
Ali Raza, 3 stars ,Delicious food and breathtaking views. This place never disappoints.,Positive
Aftab, 4 stars ,Ambience was amazing but food was just normal but pricy.,Positive
nooria arooj, 3 stars ,Breakfast is good option after hiking on trail 3,Positive
Sabbas Haider, 4 stars ,very expensive with ordinary food and presentation. only view is good.,Neutral
Adnan Shahid, 5 stars ,Beautiful place but food quality is average.,Positive
Ammad Bashir, 5 stars ,Best views of Islamabad. Great cuisine to go with it!,Positive
Ali Mujtaba, 3 stars ,Beautiful place but food prices are very high.,Positive
Cyma Rahim, 5 stars ,The place is just amazing with the best sun set and sun rise view the environment is great and hygenic the quality and quantity of food is just OK compared to the price they charge. I enjoy having tea along with chicken club sandwiches.,Positive
suleman Ali, 4 stars ,Perfect place which meets my requirements,Positive
Leena Ajaz, 4 stars ,"Just loved the environment , staff are friendly they helped me with my kids, food prices are very high",Positive
Shazia Jamil, 5 stars ,Beautiful views but yasteless expensive food,Neutral
Tamana Muhammady, 5 stars ,"Beautiful ambience,delicious food",Positive
salman mirza, 4 stars ,"The view is amazing, the food,the desert,...... the singer.... Iam glad to be here",Positive
Sherry Soomro, 4 stars ,I wouldn't advice going there on weekends because its jam packed but i would recommend it it has a great view and the food prices are above average but food is also adequate.,Positive
nasir hamid, 3 stars ,Its a wonderful restaurant best service tasty food and beautiful view.very best services with covid-19 SOP'S...,Positive
Abdul Mateen Khan, 4 stars ,Nice place to be at especially winter mornings and afternoons for meals under the bright sunshine. Though pricy yet tasty meals which are served sizzling hot. Winter evenings/nights get very cold u can only enjoy ur meal if u r lucky enough to get a seat close to a heater.,Positive
Syed Salman, 5 stars ,Serene.. Ambiance is the edge... Good quality food... Sometimes they serve less thn committment.,Positive
Rizwan Hussain, 4 stars ,Beautiful place from there you can see complete islamabad and part of Rawalpindi. And in rainey season awesome place,Positive
Zain Rafique, 5 stars ,"The place is awesome, but food was not good.",Positive
Syed Faizan Raza, 4 stars ,Worth visiting monal...well organised and scenic view... Taste of food was awesome also.,Positive
Shafiqjan Sayyed, 2 stars ,Kolachi have better taste and pricing.,Positive
samad, 5 stars ,Yery good ples,Positive
Jawad Khan, 4 stars ,Best place and best food in cheep rate not very expensive,Positive
Imran Shafique, 5 stars ,View & Food both are fascinating.,Positive
Your Channel, 4 stars ,"Love this place,  Situated at heart of Islamabad The Margalla Hills, best ever experience to visit this place is with someone special, family and dearest friends.",Positive
Junaid Malik, 3 stars ,"You have to drive very care fully while going up to Monal, Food was good but rates are very high. And the major issue faced here is parking space,",Positive
Muhammad Sheharyar Awan, 5 stars ,View wise very beautiful. Food wise not so special.,Positive
H Z, 4 stars ,Expensive menu.. you can have a better meal within lslamabad in half price !!,Neutral
Thunder JKX, 4 stars ,Ambiance is perfect. Brunch menu And price is the best in town.,Positive
fiza tahir, 5 stars ,Great food at a great price! Also the view from the restaurant is amazing!,Positive
Malik naeem, 4 stars ,Amazing place to be. Must visit,Positive
IMRAN AKHTAR, 4 stars ,"Place with very nice view ,food was short of excellent.  Only 2 set breakfast  menu platter were there til 11 am .there on buffet starts",Positive
Saad Amin, 4 stars ,We visited recently but didn't get the city view as it is closed to due to Covid restrictions.,Neutral
Shafqat Nadeem, 2 stars ,It is good place to visit with family but too much crowd and no parking space available. Restaurant has good BBQ which you can enjoy while sitting on their lower terrace.  Take your kids thin upper/jackets to keep them safe from cool breeze in summer and cold wind in winters.,Positive
Mazhar Kristensen, 5 stars ,The place and environment is really very good and pleasant but food is average.,Positive
Sarah Aazar, 4 stars ,Very good nice you must try it,Positive
Fari Saleem, 5 stars ,Over priced but beautiful family restaurant,Positive
Rana Umar Farooq, 5 stars ,The Restaurant is wonderful with scrumptious dishes. We really like the food and environment there. the services are also excellent.,Positive
Ahmed Zaki, 5 stars ,Just awesome food and point and the view of Islamabad from over there was just make us glad ,Positive
MUHAMMAD ABID SHEIKH, 5 stars ,The best place to visit in Islamabad for city view,Positive
Shona Ali, 5 stars ,Such a beautiful view with delicious fresh food must visit place when in Islamabad,Positive
Rehan Siddiqui, 5 stars ,I loved this place and the seekh kebas were very juicy and delicious and the karhai was amazing i loved it ,Positive
Farhan Khan, 5 stars ,"Had a great fun, nice spot to hang out! 12 jan 2021 Tuesday",Positive
Tausif Khan, 5 stars ,"Amazing, expensive, and peaceful place.",Positive
Zyshan Yaqub, 4 stars ,Super hot coffee. Beautiful weather.,Positive
Ahtasham khaliq, 5 stars ,The view worth a thousand words.,Positive
Rauf Nadeem, 5 stars ,You can see beautiful view of Islamabad,Positive
Gold Roger, 5 stars ,One of the best brunch spot of the twin cities,Positive
Asim Ayub, 5 stars ,Everything is excellent.,Positive
Zeeshan Ali, 4 stars ,I have been here a few times and the views are stunning. The food is also of good standard and well worth the price. The only thing I would say is due to demand they are sometimes fully booked so be prepared to wait.,Positive
Daniyal Gulfam, 5 stars ,Excellent place to dine with family. Great quality of food.,Positive
PMK Builders, 5 stars ,"Tasty and scenic, beautiful views amazing atmosphere delicious food.",Positive
Get Health Pharmacy, 5 stars ,Wonderful amazing delicious foods.,Positive
binish aijaz, 4 stars ,"Monal is one of the beautiful place of Islamabad, pakistan. I like to visit there at night time. Love it.",Positive
Usama Zulfiqar, 5 stars ,nice place and food is also good,Positive
Faizan Bhatti, 5 stars ,Great view of whole city of Islamabad. Love it,Positive
Engr Majid, 5 stars ,"The place to view Islamabad, the service from valet parking to seating and service was excellent. There were mixed views about the food but we found it to be excellent all round. When it got cold they gave us heating and blankets -a nice touch!",Positive
Kamran Haider Cheema, 5 stars ,Fantastic taste of food with amazing location,Positive
Muhammad Umair, 2 stars ,Best Hotel in Islamabad with the Breath Taking views of Beautiful Islambad. The food is just Exceptional along with the serving.,Positive
Abid Chudhary, 5 stars ,This is the point where you can only chill out but their food quality is not what I had expected. Very good quality food is available on dhabas and very local restaurants. They need to work very seriously on it. Also very much expensive.,Positive
Fahad Aziz Awan, 4 stars ,This place wonderful but hotels prised very high,Positive
Umer Ch, 5 stars ,Good taste but very over crowded.,Neutral
Adnan Ahmed, 5 stars ,That is a Super Scenic Site with Great Tasse and balance of spices to have Lunch or Dinner in Islamabad,Positive
Almas Aslam, 4 stars ,Nice place for tourist.,Positive
m kamran akram, 4 stars ,Monal Restaurants Islamabad offers good food and awesome views of the capital Islamabad. There is not only indoor dining facility but also out door facility available as well and outdoor setting is recommended to enjoy the lovely views of …,Positive
z@h!d, 5 stars ,its really good veiw of Islamabad here nice place but very expensive,Positive
Irfan Khokhar, 5 stars ,Such a beautiful and peaceful place,Positive
Shahid Anwar, 5 stars ,"Wonderful and no doubt the only place in whole Pakistan with such great ambiance, location and traditionally tase of food.  Offering almost all type of cuisines around the globe including Continental, Chinese, Italian, Thai, Arabic. With …",Positive
Hussain Halai, 5 stars ,The food was delicious and very tasty. The view of Islamabad is looking very beautiful from the top of the Monal. The behaviour of staff is very polite and decent. The service is 10 out of 10. Individual should try platers. Strongly recommend for family and groups gathering. ,Positive
Waju Gaming official, 5 stars ,"Great food, great company, great place to enjoy with friends and family",Positive
javed Khan, 5 stars ,Awesome place best staff but food is so expensive ,Positive
Zainab Khawar, 5 stars ,Nice place to enjoy with friends,Positive
Qaimuddin Khushik, 5 stars ,Amazing place I enjoyed alot at this place with my family,Positive
SHAD Services, 5 stars ,Best place and restaurant with well manner staff.,Positive
Miran Noor Ul Haq, 5 stars ,Good place visit in the night ,Positive
Aarish Khan, 5 stars ,"Great taste, amazing view. Really loved it but price was bit high as per location.",Positive
Sherry Khan, 5 stars ,"I've been to the Monal quite a few times but I guess this was the first time for breakfast. Since the options get limited in Islamabad when it comes to breakfast, it's a good news that the Monal offers it. It offers it in two combos: …",Neutral
Hassan Akhtar, 4 stars ,One of the best view in islamabad to bring family for sunday brunch,Positive
Saqib Nawaz, 5 stars ,View is awesome.food is so so.not so delicious not so bad.just ok.,Positive
Waju Gaming official, 5 stars ,"Great food, great company, great place to enjoy with friends and family",Positive
javed Khan, 5 stars ,Awesome place best staff but food is so expensive ,Positive
Zainab Khawar, 5 stars ,Nice place to enjoy with friends,Positive
Qaimuddin Khushik, 5 stars ,Amazing place I enjoyed alot at this place with my family,Positive
SHAD Services, 5 stars ,Best place and restaurant with well manner staff.,Positive
Miran Noor Ul Haq, 5 stars ,Good place visit in the night ,Positive
Aarish Khan, 5 stars ,"Great taste, amazing view. Really loved it but price was bit high as per location.",Positive
Sherry Khan, 5 stars ,"I've been to the Monal quite a few times but I guess this was the first time for breakfast. Since the options get limited in Islamabad when it comes to breakfast, it's a good news that the Monal offers it. It offers it in two combos: …",Neutral
Hassan Akhtar, 4 stars ,One of the best view in islamabad to bring family for sunday brunch,Positive
Saqib Nawaz, 5 stars ,View is awesome.food is so so.not so delicious not so bad.just ok.,Positive
Aymen Nadeem, 5 stars ,Awesome place with good food.,Positive
Hassan Ayaz Vlogs, 4 stars ,Great food... Service awesome,Positive
Muhammad Waleed Sadiq, 5 stars ,FOOD AND FUN AT THE TOP OF MOUNTAIN.,Positive
Fida Hussain, 5 stars ,"Visited Monal over the weekend with my wife and without any doubt it was the best experience to dine in. The best thing about Monal is the City View which makes the whole experience perfect. The food was also up to the mark. Also, if you …",Positive
Rafey Khan, 5 stars ,Exclusive buffet menu and taste.,Neutral
Altaf Ahmed, 5 stars ,Best for family outing and also for friends outing....try to go in night as scenario is very good in night. Also affordable if you buy platters...best platter is Pakistani platter,Positive
Mudasser Sulehria, 5 stars ,"Excellent place with good quality food, and great initiative of 10% discount to encourage people by avoiding food wastage.",Positive
Arman Ali, 5 stars ,"Tasty food, good serving and excellent view of Islamabad.",Positive
NSK Petroleum, 5 stars ,It's a very beautiful place i like this,Positive
Gohar Kietian, 5 stars ,Excellent Ambiance perfect service great food. Loved it.,Positive
mirza asad, 5 stars ,Best place on mountain top in Islamabad.,Positive
Javeria Ishfaq, 5 stars ,Excellent place to vist for Tourists and foodies,Positive
muhammad Touqeer, 4 stars ,"Best view of the Capital, good service, nice ambience and good food.",Positive
Mujahid Chawan, 5 stars ,Food was Good but service was littel bit slow,Neutral
Faisal Ch, 5 stars ,It's really amazing place ,Positive
jaleel ahmad, 5 stars ,very peacful and beautiful place and diner alxo delicious ,Positive
Ammia Sheikh, 4 stars ,"Saray paisay view k hain! Yes, the view is indeed great, both at daytime and night. Food is awesome with lots of varities. Family friendly and spacious place. Tours and trips are welcomed. Events are also reserved. a good choice to have dinner or lunch if you're passing by this hotel and you have some extra money in your pocket.",Positive
Mian Muhammad Hasnain Tufail, 5 stars ,"Amazing, food and the ambience was good too",Positive
Sheikh Talha, 5 stars ,Lovely view nice place and very delicious food,Positive
sabeera hussain, 5 stars ,Expensive  phr ata hn monal islamabad,Negative
Shabana Sharif, 3 stars ,Weekend buffet is lovely. Great variety,Positive
Muhammad Danish, 5 stars ,The monal special burger was tasty and flavoursome. The other food was average. We paid mainly for the view it seems. I would rate this place 2stars due to the staff giving us the wrong bill which came to over double the amount of the value …,Negative
Sa batool, 5 stars ,Awesome Place and Amazing Food,Positive
Aqib Ali, 4 stars ,Great food and ambiance and absolutely amazing view,Positive
Gift, 5 stars ,Couldn't find better place in pakistan thn this,Positive
Local Guide, 5 stars ,Food  View  Place  Atmosphere  ,Neutral
umair ilyas, 5 stars ,The only best place to visit in Islamabad,Positive
wajahat syed, 5 stars ,Awsom place and overrated food but still visit a once and enjoy the memorable views,Positive
Abdur Rehman, 4 stars ,Awesome view. Serene and beautiful,Positive
Haseeb Faisal, 4 stars ,Amazing restorent just above Daman-e-koh. If you don't having personal drive you can take a taxi from Mertor bus station they charge around Rs.600 to take you Monal restorent. Enjoy your meal with view point of Islamabad. One star is less because of high prices of meal. But good thing is separate areas for families and bachelors.,Positive
Zaeem Lutfi, 5 stars ,Clean and green atmosphere. Liked the quality of food.,Positive
shari nazeer, 5 stars ,"Great view and food , but expensive. Breakfast deals are good for Rs 1000",Positive
FAHAD AZIZ, 5 stars ,Loved it.. great ambiance..,Positive
IFk official, 5 stars ,Love it. Best for couples ,Positive
Taimoor Ali, 5 stars ,Wonderful place with great service ,Positive
Irshad Sheikh, 3 stars ,Car Dinning Experience too Good,Positive
Muhammad Mahmood, 4 stars ,Beautiful view.. Only Kababs are good.. Enjoy ariel view of Islamabad..,Positive
Musa Rahat, 5 stars ,The best place in Islamabad managed by the best people,Positive
Wahid Hashmi, 5 stars ,Delicious food monal restaurant,Positive
Shafqat Hussain, 3 stars ,Very serene place to have food with scenic beauty of panoramic view of Islamabad. Just 8 kilometer away from F /6 and a normal 35 minutes drive  will take you to height of Ghora Gali and extreme chage in temprature. you  can enjoy good affordable food.,Positive
khadim Hussain rajper, 5 stars ,Beautiful place specially at night.,Positive
Hamza Butt, 5 stars ,Good visit place after sunset,Positive
Sobia Khan, 5 stars ,Best place to visit at night.,Positive
Muhamamd Abdullah Rafiq CH, 4 stars ,"Lovely views, breathtaking scenery, calming atmosphere & yummy food.",Positive
Badar Munir, 5 stars ,"Due to its location...mean top of the hill damn e koh,islamanabad",Neutral
Shan Ali, 5 stars ,"Its amazing,  we really enjoyed its view and food very much. But in rainy days its difficult for you to ride back from monal.",Positive
Nazish Khan, 5 stars ,Location wise almost very very beautiful,Positive
Safia Shah, 5 stars ,Beautiful place for spending some good time,Positive
KBW 66, 4 stars ,"Fantastic atmosphere , live music the most heavenly place on earth  ",Positive
aali zaidi, 3 stars ,"The Monal provides the best view of Islamabad. If the visibility if good, it's a treat to sit out and have breakfast, lunch or dinner.... all have their own merits. The quality of food is average.... nothing spectacular though they have a …",Positive
hira asad, 5 stars ,"The views are great and the foods alright, but the environment and rush of the staff really puts a damp on the experience. Could not enjoy the meal with all the commotion around me. Could be better",Positive
Fahad Afzal, 5 stars ,Such a beautiful and peaceful place ...,Positive
Zayyan Butt, 4 stars ,One of the best places in islamabad,Positive
Asad Sheikh, 5 stars ,Location and views are awesome and mind blowing but food is like hmm ok,Positive
Ayesha Mirza, 5 stars ,Loved the food and ambiance. Their Yard Mutton Kabab is an experience to have.,Positive
Waleed 'Baqir' Riaz, 3 stars ,Always amazing breath taking view ,Positive
Muhammad Usman Ahmed, 4 stars ,The ambience and the location is far better than the food. I hope they improve the quality of food!,Positive
Atif Rajput, 5 stars ,Nice place to enjoy a splendid view of islamabad and a tasty food.,Positive
junaid Ahmed abbasi, 4 stars ,"It's a fantastic restaurant, food, cleanliness and service was beyond standard ",Positive
A Q Anjum, 5 stars ,beautiful view and perfect staff people need to vist,Positive
Umer Khalifa UK, 5 stars ,Super environment and scenic place to eat.,Positive
Salahuddin Khan, 3 stars ,Food is good Place is best Best to expensive,Positive
Umar Mushtaq, 5 stars ,1 hr serving time and food was decent. View is amazing however,Positive
Malik Saqib, 3 stars ,"The best and only reachable family hill station for a quick getaway. Serene drive, clean and crisp air with tons of activities and off course the food! Food choice is immense and atmosphere is sky high! A must visit!",Positive
Dr. Ziaullah Mughal, 3 stars ,Nice atmosphere but food was extremely spicy and was not of great taste.,Positive
Sohaib Mazhar, 4 stars ,Ambience is great but food is now just average,Positive
Ch Zaka Bin Nadeem Gujar, 4 stars ,"In simple words, The food is good. The prices are reasonable. The view is amazing. The staff is cooperative.",Positive
Yousaf Butt, 5 stars ,Good food but best was the view even at dark night,Positive
Nida Khaliq, 4 stars ,Bitter expensive but food is delicious with fab. View,Negative
Faysal Manzoor Janjua, 4 stars ,Very good place to visit and the view was just fabbbb,Positive
Jin Jhon, 5 stars ,Awesome place 2nd January weather cool and the atmosphere here pleasant,Positive
Muhammad Rafiq, 5 stars ,Its unique decor and food inspired me. Try there cheese naan.. highly recommended,Positive
SAJJAD ALI, 4 stars ,Very healthy environment and staff is also good.,Positive
story world, 5 stars ,"One of the most beautiful place with natural beauty. The view of the Islamabad & Rawalpindi is most amazing . Food is a bit expensive but the price of food with the view, location is nothing in front of food. staff is active, decent and …",Positive
Engr Abdul Rehman, 5 stars ,The dinner was tasty and azaming we love it.Thankyou,Positive
